ref_area,ref_area.label,source,source.label,indicator,indicator.label,sex,sex.label,classif1,classif1.label,time,obs_value
ALB,Albania,XA:6547,ALB - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_UNE,Contingency: Unemployed receiving unemployment benefits,2000,10.2
ALB,Albania,XA:6547,ALB - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_UNE,Contingency: Unemployed receiving unemployment benefits,2005,6.7
ALB,Albania,XA:6547,ALB - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_UNE,Contingency: Unemployed receiving unemployment benefits,2007,7.8
ALB,Albania,XA:6547,ALB - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_INJ,Contingency: Employed covered in the event of work injury,2008,34
ALB,Albania,XA:6547,ALB - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_UNE,Contingency: Unemployed receiving unemployment benefits,2009,6.3
ALB,Albania,XA:6547,ALB - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_UNE,Contingency: Unemployed receiving unemployment benefits,2010,6.4
ALB,Albania,XA:6547,ALB - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_PENSION,Contingency: Persons above retirement age receiving a pension,2011,77
ALB,Albania,XA:6547,ALB - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_UNE,Contingency: Unemployed receiving unemployment benefits,2011,6
ALB,Albania,XA:6547,ALB - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_UNE,Contingency: Unemployed receiving unemployment benefits,2012,6.9
AND,Andorra,XA:6484,AND - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_UNE,Contingency: Unemployed receiving unemployment benefits,2010,8.3
AND,Andorra,XA:6484,AND - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_UNE,Contingency: Unemployed receiving unemployment benefits,2011,10
AND,Andorra,XA:6484,AND - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_UNE,Contingency: Unemployed receiving unemployment benefits,2013,11.1
ARG,Argentina,XA:6531,ARG - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_PENSION,Contingency: Persons above retirement age receiving a pension,2000,70
ARG,Argentina,XA:6531,ARG - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_UNE,Contingency: Unemployed receiving unemployment benefits,2001,4.1
ARG,Argentina,XA:6531,ARG - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_UNE,Contingency: Unemployed receiving unemployment benefits,2005,2.3
ARG,Argentina,XA:6531,ARG - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_UNE,Contingency: Unemployed receiving unemployment benefits,2007,4.3
ARG,Argentina,XA:6531,ARG - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_UNE,Contingency: Unemployed receiving unemployment benefits,2009,5.7
ARG,Argentina,XA:6531,ARG - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_UNE,Contingency: Unemployed receiving unemployment benefits,2010,5.7
ARG,Argentina,XA:6531,ARG - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_UNE,Contingency: Unemployed receiving unemployment benefits,2011,4.9
ARG,Argentina,XA:6531,ARG - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_INJ,Contingency: Employed covered in the event of work injury,2015,48.9
ARG,Argentina,XA:6531,ARG - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_TOTAL,Contingency: Population covered by at least one social protection benefit,2016,66.1
ARG,Argentina,XA:6531,ARG - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_PENSION,Contingency: Persons above retirement age receiving a pension,2016,89.3
ARG,Argentina,XA:6531,ARG - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_DISAB,Contingency: Persons with severe disabilities collecting disability social protection benefits,2016,8.2
ARG,Argentina,XA:6531,ARG - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_UNE,Contingency: Unemployed receiving unemployment benefits,2016,7.2
ARG,Argentina,XA:6531,ARG - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_CHILD,Contingency: Children/households receiving child/family cash benefits,2016,84.6
ARG,Argentina,XA:6531,ARG - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_VULN,Contingency: Vulnerable persons covered by social assistance,2016,45.3
ARG,Argentina,XA:6531,ARG - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_F,Sex: Female,SOC_CONTIG_MAT,Contingency: Mothers with newborns receiving maternity benefits,2016,34
ARM,Armenia,XA:6468,ARM - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_PENSION,Contingency: Persons above retirement age receiving a pension,2000,87
ARM,Armenia,XA:6468,ARM - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_UNE,Contingency: Unemployed receiving unemployment benefits,2000,12
ARM,Armenia,XA:6468,ARM - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_UNE,Contingency: Unemployed receiving unemployment benefits,2005,5.7
ARM,Armenia,XA:6468,ARM - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_UNE,Contingency: Unemployed receiving unemployment benefits,2007,20.1
ARM,Armenia,XA:6468,ARM - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_UNE,Contingency: Unemployed receiving unemployment benefits,2009,30.5
ARM,Armenia,XA:6468,ARM - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_UNE,Contingency: Unemployed receiving unemployment benefits,2010,24.1
ARM,Armenia,XA:6468,ARM - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_UNE,Contingency: Unemployed receiving unemployment benefits,2011,20.8
ARM,Armenia,XA:6468,ARM - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_TOTAL,Contingency: Population covered by at least one social protection benefit,2016,47.3
ARM,Armenia,XA:6468,ARM - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_PENSION,Contingency: Persons above retirement age receiving a pension,2016,68.5
ARM,Armenia,XA:6468,ARM - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_DISAB,Contingency: Persons with severe disabilities collecting disability social protection benefits,2016,100
ARM,Armenia,XA:6468,ARM - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_CHILD,Contingency: Children/households receiving child/family cash benefits,2016,21.4
ARM,Armenia,XA:6468,ARM - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_POOR,Contingency: Poor persons covered by social protection systems,2016,38.2
ARM,Armenia,XA:6468,ARM - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_VULN,Contingency: Vulnerable persons covered by social assistance,2016,16.2
ARM,Armenia,XA:6468,ARM - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_M,Sex: Male,SOC_CONTIG_PENSION,Contingency: Persons above retirement age receiving a pension,2016,62.3
ARM,Armenia,XA:6468,ARM - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_F,Sex: Female,SOC_CONTIG_PENSION,Contingency: Persons above retirement age receiving a pension,2016,72.6
ARM,Armenia,XA:6468,ARM - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_F,Sex: Female,SOC_CONTIG_MAT,Contingency: Mothers with newborns receiving maternity benefits,2016,61
ATG,Antigua and Barbuda,XA:6437,ATG - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_PENSION,Contingency: Persons above retirement age receiving a pension,2016,83.5
ATG,Antigua and Barbuda,XA:6437,ATG - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_DISAB,Contingency: Persons with severe disabilities collecting disability social protection benefits,2016,11.1
ATG,Antigua and Barbuda,XA:6437,ATG - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_M,Sex: Male,SOC_CONTIG_PENSION,Contingency: Persons above retirement age receiving a pension,2016,86.1
ATG,Antigua and Barbuda,XA:6437,ATG - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_F,Sex: Female,SOC_CONTIG_PENSION,Contingency: Persons above retirement age receiving a pension,2016,81.4
ATG,Antigua and Barbuda,XA:6437,ATG - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_F,Sex: Female,SOC_CONTIG_MAT,Contingency: Mothers with newborns receiving maternity benefits,2016,40
AUS,Australia,XA:6595,AUS - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_PENSION,Contingency: Persons above retirement age receiving a pension,2000,80
AUS,Australia,XA:6595,AUS - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_UNE,Contingency: Unemployed receiving unemployment benefits,2000,73.4
AUS,Australia,XA:6595,AUS - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_UNE,Contingency: Unemployed receiving unemployment benefits,2005,70.4
AUS,Australia,XA:6595,AUS - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_UNE,Contingency: Unemployed receiving unemployment benefits,2007,62.4
AUS,Australia,XA:6595,AUS - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_UNE,Contingency: Unemployed receiving unemployment benefits,2009,58.2
AUS,Australia,XA:6595,AUS - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_UNE,Contingency: Unemployed receiving unemployment benefits,2010,51.3
AUS,Australia,XA:6595,AUS - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_UNE,Contingency: Unemployed receiving unemployment benefits,2011,51.4
AUS,Australia,XA:6595,AUS - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_PENSION,Contingency: Persons above retirement age receiving a pension,2013,70.1
AUS,Australia,XA:6595,AUS - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_DISAB,Contingency: Persons with severe disabilities collecting disability social protection benefits,2013,100
AUS,Australia,XA:6595,AUS - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_M,Sex: Male,SOC_CONTIG_PENSION,Contingency: Persons above retirement age receiving a pension,2013,67.2
AUS,Australia,XA:6595,AUS - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_M,Sex: Male,SOC_CONTIG_DISAB,Contingency: Persons with severe disabilities collecting disability social protection benefits,2013,100
AUS,Australia,XA:6595,AUS - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_F,Sex: Female,SOC_CONTIG_PENSION,Contingency: Persons above retirement age receiving a pension,2013,72.6
AUS,Australia,XA:6595,AUS - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_F,Sex: Female,SOC_CONTIG_DISAB,Contingency: Persons with severe disabilities collecting disability social protection benefits,2013,100
AUS,Australia,XA:6595,AUS - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_PENSION,Contingency: Persons above retirement age receiving a pension,2014,71.3
AUS,Australia,XA:6595,AUS - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_DISAB,Contingency: Persons with severe disabilities collecting disability social protection benefits,2014,100
AUS,Australia,XA:6595,AUS - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_UNE,Contingency: Unemployed receiving unemployment benefits,2014,52.7
AUS,Australia,XA:6595,AUS - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_M,Sex: Male,SOC_CONTIG_PENSION,Contingency: Persons above retirement age receiving a pension,2014,69.2
AUS,Australia,XA:6595,AUS - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_M,Sex: Male,SOC_CONTIG_DISAB,Contingency: Persons with severe disabilities collecting disability social protection benefits,2014,100
AUS,Australia,XA:6595,AUS - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_M,Sex: Male,SOC_CONTIG_UNE,Contingency: Unemployed receiving unemployment benefits,2014,60
AUS,Australia,XA:6595,AUS - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_F,Sex: Female,SOC_CONTIG_PENSION,Contingency: Persons above retirement age receiving a pension,2014,73.1
AUS,Australia,XA:6595,AUS - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_F,Sex: Female,SOC_CONTIG_DISAB,Contingency: Persons with severe disabilities collecting disability social protection benefits,2014,100
AUS,Australia,XA:6595,AUS - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_F,Sex: Female,SOC_CONTIG_UNE,Contingency: Unemployed receiving unemployment benefits,2014,44.4
AUS,Australia,XA:6595,AUS - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_TOTAL,Contingency: Population covered by at least one social protection benefit,2016,82
AUS,Australia,XA:6595,AUS - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_CHILD,Contingency: Children/households receiving child/family cash benefits,2016,100
AUS,Australia,XA:6595,AUS - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_POOR,Contingency: Poor persons covered by social protection systems,2016,100
AUS,Australia,XA:6595,AUS - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_VULN,Contingency: Vulnerable persons covered by social assistance,2016,53
AUT,Austria,XA:6500,AUT - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_PENSION,Contingency: Persons above retirement age receiving a pension,2000,96
AUT,Austria,XA:6500,AUT - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_UNE,Contingency: Unemployed receiving unemployment benefits,2000,94.1
AUT,Austria,XA:6500,AUT - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_UNE,Contingency: Unemployed receiving unemployment benefits,2005,89.4
AUT,Austria,XA:6500,AUT - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_UNE,Contingency: Unemployed receiving unemployment benefits,2007,89.8
AUT,Austria,XA:6500,AUT - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_UNE,Contingency: Unemployed receiving unemployment benefits,2009,91.3
AUT,Austria,XA:6500,AUT - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_UNE,Contingency: Unemployed receiving unemployment benefits,2010,91.4
AUT,Austria,XA:6500,AUT - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_UNE,Contingency: Unemployed receiving unemployment benefits,2011,90.5
AUT,Austria,XA:6500,AUT - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_PENSION,Contingency: Persons above retirement age receiving a pension,2013,100
AUT,Austria,XA:6500,AUT - ILO - ILO Social Security Inquiry Database,SDG_0131_SEX_SOC_RT,SDG indicator 1.3.1 - Proportion of population covered by social protection floors/systems (%),SEX_T,Sex: Total,SOC_CONTIG_DISAB,Contingency: Persons with severe disabilities collecting disability social protection benefits,2013,89.2
